equipo,No.,Objetivo,Tema,Descripción del proyecto,¿Cuál es el cambio que quieres alcanzar al final del proceso?,¿Por qué es relevante financiar el proyecto en este momento?,FINAL,Comentarios,Equipo,"¿Los objetivos son relevantes para el FRR y para Pulsante, y son posibles de alcanzar?__1"
1,42,"Movilizar a la comunidades para incidir en la elección de su autoridad territorial, basado en el respeto al Derecho al Consentimiento Previo, Libre e Informado (CLPI) o Convenio 169 de la OIT.",Derechos pueblos indígenas,"Pretendemos organizar y movilizar a las comunidades indígenas del territorio de Twi Yahbra para generar presión en las autoridades del gobierno regional (régimen de autonomía), de manera que acepten celebrar elección de autoridades territoriales de acuerdo a los planteamientos de las comunidades. La movilización y la presión se hará a través de plantones comunitarios, denuncias de corrupción, reuniones de incidencia en Biwi (capital de la región autónoma de la Costa Caribe Norte) y las autoridades gubernamentales en Managua (Asamblea Nacional, presidencia de la República, Secretaria de la Costa Caribe).","Convertir a las comunidades en un actor político beligerante, efectivo, empoderado, mediante el fortalecimiento de sus capacidades de organización, movilización, incidencia y negociación.","Porque el gobierno ha instrumentalizado y politizado el proyecto de autonomía de los pueblos indígenas de la Costa Caribe, a través de la imposición de autoridades afines a intereses partidarios y de compañías madereras y mineras. Las comunidades indígenas de la Costa Caribe necesitan fortalecer sus capacidades organizativas y de movilización, involucrando a la mayor cantidad de familias en sus comunidades para ejercer presión necesaria que permita el respeto de los procesos de elección de autoridades que en colectivo definan. La práctica de imponer autoridades se ha extendido a los territorios indígenas de la Costa Caribe de Nicaragua. Estas autoridades afines al gobierno son quienes luego entregan las tierras a ganaderos, a madereras, a mineras, sin el consentimiento de las comunidades. También son utilizados por el gobierno para promover la división de las comunidades, criminalizar a los líderes indígenas, invisibilizar la tragedia cultura que suponen así invasiones, entre otras problemas. Por tanto, organizarnos para defender nuestro derecho a elegir a nuestras autoridades, bajo el principio del respeto al Derecho a la Libre Determinación como Pueblo Originario, es fundamental, para hacerle frente a los problemas que las autoridades generan.",no,La propuesta no responde a una ventana de oportunidad.,NA,NA
1,43,"formar lideres comunales en economía solidaria virtual y políticas publicas para incluir a población vulnerable ,los lideres se formaran para replicar en sus comunidades el modelo de economía solidaria y la promoción de los derechos y deberes universales como son el derecho a la vida,derecho a un trabajo digno.derecho a la educación,derecho a un hogar.}
la metodología que utilizaremos sera aprender -haciendo este es un modelo de educación que utiliza un lenguaje sencillo y fácil de entender.",Derechos pueblos indígenas,educar virtualmente para que las comunidades tangan acceso a las tecnologías de la información| y se puedan formar los futuros lideres comunales,al finalizar el proceso de formacion virtual de los lideres las comunidades beneficiadas tendrán incidencia en las politicas publicas y podran cerrar la brecha de hacer parte de las tecnologías de la información,"porque este es un modelo que se podrá replicar en la región y beneficiara a la población mas marginada y olvidada por el estado.
 esta propuesta esta articulada a los planes de desarrollo local y departamental 
 nuestra propuesta se enmarca para cumpla con los requisitos de esta convocatoria .",no,"Es una propuesta de capacitación yformacción politica, no corresponde a una campaña de respuesta rápida.",NA,NA
1,44,"Mejoramiento de la Calidad de Vida del Adulto Mayor, aprovechando la tecnología para eliminar las barreras geográficas y empoderarlos en conceptos de Economía Naranja para mejorar su economía",Derechos adultos mayores,"Mejoramiento de la Calidad de Vida del Adulto Mayor con estrategias disruptivas e innovadoras, interconectandolos con el uso de las TI",Hacer reingeniería a los procesos actuales de intervención de este grupo poblacional y generar oportunidades de vinculación laboral.,Porque las condiciones de la actual pandemia por SarsCov2 ha agravado las condiciones de vida de este grupo poblacional y requieren intervención urgente para no generar mayores costos a los sistemas de salud mundial,no,Es una propuesta de capacitación de adultos mayores en el uso de tecnología. No responde a los ejes del FRR.,NA,NA
1,45,"Contribuir a consolidar el componente de Información y visibilidad de la Propuesta de Acuerdo Humanitario Ya del CONPA.
Mejorar las condiciones de comunicación entre las comunidades vinculadas y visibilidad de las acciones del Acuerdo Humanitario en Colombia.",Conflicto armado,"El Acuerdo Humanitario Ya es una iniciativa de las comunidades y organizaciones articuladas en el Consejo Nacional de Paz Afrocolombiano CONPA, está orientado a impulsar acciones de acompañamiento a las comunidades que resisten en medio del conflicto armado que se recrudece en Colombia. Con el apoyo del proyecto se busca fortalecer las redes de comunicación y las acciones de visibilidad del proceso a través de las tecnologías de información y telecomunicaciones.","Lograr que el Acuerdo Humanitario Ya sea de conocimiento en las areas territoriales señaladas de mayor impacto del conflicto armado, aumentar su posición en la opinión nacional y vincularlo al centro de la discusión nacional de paz de Colombia como escenario central para la garantía de los derechos humanos.","En el actual contexto de implementación del Acuerdo Final de Paz y después de casi cuatro años de la firma del mismo, la situación de derechos humanos de las comunidades étnicas continúa registrando graves violaciones contra sus derechos étnicos territoriales, los derechos a la vida de sus liderazgos. Estas situaciones se presentan a pesar de que el Acuerdo de Final de Paz incluyó un Capítulo Étnico que precisamente estipula un conjunto de principios y salvaguardas cuya implementación debería garantizar los derechos de estas comunidades. Desafortunadamente, como lo han demostrado informes de la institución responsable del seguimiento a la implementación, y de informes elaborados por el CONPA y la Comisión Étnica, el Capítulo Étnico es el componente del Acuerdo que tiene mayores retrasos. Este nuevo incumplimiento del Estado colombiano de sus obligaciones con las comunidades étnicas, se constituye en factor determinante para la profundización de la violencia sistemática contra nuestras comunidades, agravada además por la actual crisis de la pandemia del COVID-19.
 Buscamos visibilizar e informar sobre las circunstancias territoriales y las violaciones que incluyen asesinatos y amenazas contra líderes y lideresas, desplazamientos forzados, confinamientos, entre otros daños.
 Estamos en un momento de involución hacia graves violaciones de derechos humanos y de estrepitoso retorno a un conflicto armado debido a la falta de compromiso del gobierno de Colombia, por lo cual es vital que las comunidades comprometidas con la continuidad del proceso de paz continuemos los diálogos territoriales y poner en las instituciones y la opinión la relevancia y pertinencia.",No,No atiende ventana de oportunidad.,NA,NA
1,46,"El proyecto se propone ofrecer resultados verificables centrados en el fortalecimiento de los aspectos técnicos, logísticos y de comercialización del producto; además de fortalecer la solidaridad al interior del grupo a través de la generación de un fondo de asistencia en emergencias, que permita apoyar a las participantes en coyunturas específicas, tal como, lo es la crisis humanitaria que está produciendo la pandemia.",Crisis humanitaria,"El proyecto se trata de fortalecer una iniciativa de economía propia, que ha venido gestándose desde las mujeres familiares de personas desaparecidas, el impulso que se requiere en aspectos técnicos es importante para sostener en el tiempo la propuesta de las mujeres, quienes han venido elaborando y comercializando de manera austera, sin contar con os recursos económicos, técnicos y de formación para posibilitar un proceso de economía propia sostenible.","El proyecto permite la consecución de los siguientes resultados:
 • Capacidad Instalada: Contribuir al aumento de la capacidad instalada en el grupo de mujeres para la elaboración y comercialización de toallas higiénicas reutilizables en tela
 • Fortalecer Relaciones Estratégicas: El grupo de mujeres y socios estratégicos construyen relaciones comerciales para la distribución de las toallas higiénicas reutilizables en tela
 • Dotación: El grupo de mujeres cuenta con los implementos necesarios para la realización de las toallas higiénicas reutilizables en tela
 • Fondo Colectivo: Las mujeres participantes cuentan con los recursos del fondo para apoyar solución de necesidades básicas inmediatas.","En esta época de confinamiento dada la crisis sanitaria mundial ocasionada por la aparición del Covid-19, la situación económica de las mujeres participantes se ha visto afectada dada la poca posibilidad que tienen para satisfacer sus necesidades básicas, puesto que la mayoría de ellas son trabajadoras informales y no cuentan con un sueldo fijo o pensión que les permita recibir recursos económicos; pero consideran que esta situación también genera otras posibilidades que pueden potenciar la iniciativa económica colectiva aquí presentada, como permitir que sus productos sean conocidos por medio de canales de información y comunicación que van más allá de las fronteras físicas.",no,"La propuesta es de capacitación politica a jóvenes, no hay una ventana de oportunidad.",NA,NA
1,47,"el objetivo de este proyecto ,con el fin de sencibilizar sobre la incidencia politica y en lo social ya que hay muchos jovenes no tienen encidencia ni en la politica ni en la sociedad capacitar dar acompañamiento alos jovenes y lideres comunitario indigena miskitu .",Educación ,"SI NO SOMOS NOSOTROS, QUIEN ES.",que los capacitados tenga incidencia en sus comunidades y que tenga la participacion en lo politico para hacer cambio en nuestra region y nacion,"ya que muchos jóvenes estan sin tener incidencia politica ,necesitan una capaña de comunicacion la importancia del cambio que necitamos los indigenas de nicaragua somos mas vulnerable sin acceso a informaciones y con el contexto actual de nicaragua ,que tenga conocimiento que tenemos derecho de entrar para hacer un cambio para el bien de la todos y todas .",no,NA,NA,NA
1,48,"Contribuir la búsqueda de personas desaparecidas desde la elaboración de Planes Locales de Búsqueda, procesos de documentación, georeferenciación, acciones de memoria y elaboración de informes sobre los resultados en la búsqueda.",Derechos laborales,Buscamos a personas desaparecidas forzadamente con participación de los familiares,"Encontrar a los desaparecidos, hemos contribuido a encontrar a varios en procesos anteriores y es posible. Al final del proceso queremos que los familiares estén apropiados en la participación en el proceso de búsqueda.","Porque los Planes de Búsqueda que elaboramos permitirán una mejor respuesta institucional, por ejemplo de la Unidad de Búsqueda de Personas Desaparecidas-UBPD, y esto ayudará a aliviar el dolor e incertidumbre de los familiares que buscan a sus seres queridos. Este es el momento ideal, porque la UBPD está iniciando la implementación de un plan nacional de búsqueda",NA,NA,NA,NA
1,49,"La finalidad de este proceso ciudadano es fortalecer una Red de Comunicadores Comunitarios para la promoción de derechos, la divulgación y orientación de rutas institucionales de atención y divulgación de estrategias de prevención a la violación de derechos humanos de población migrante, colombianos retornados y población receptora en el marco de la situación migratoria y de conflicto en la Frontera entre el Estado Táchira (Venezuela ) y el Departamento Norte de Santander (Colombia).",Migración ,"La Red de comunidades de migrantes, retornados o población receptora busca realizar un trabajo comunicativo que ayude en la reducción de vulneración de derechos.
La Asociación de Televidentes -ATN, la Fundación Venezolanos en Cúcuta y la Red de emisoras comunitarias con organizaciones que trabajan en el territorio desarrollarán la capacitación en desarrollo de capacidades comunicativas y derechos humanos con énfasis en situación migratoria. Seguidamente, entre organizaciones e institución pública elaboran y desarrollan un plan estratégico comunicativo para la garantía de derechos, donde las piezas comunicativas sean construidas, producidas y difundidas por la población objeto y participante del proyecto","El cambio que se quiere alcanzar al final del proceso es que existan organizaciones y comunidades capacitadas y cualificadas que puedan articular con las instituciones estrategias y acciones para promover los derechos, divulgar y orientar rutas institucionales de atención y difundir estrategias de prevención a la violación de derechos humanos entre la comunidades de migrantes, retornados y población receptora en el difícil contexto migratorio y de violencia de la frontera colombo-venezolana.","El proyecto se hace relevante ya que el Área Metropolitana de Cúcuta, ha sido la más grande receptora de migrantes venezolanos y colombianos retornados desde que se cerró la frontera en el año 2015, generando un número significativo víctimas de la segregación social, pérdida de sus tradiciones, costumbres y la desintegración familiar, afectando su salud física y emocional, seguridad y autorrealización.
 La población migrante ha ido renunciando a nivel dignos de vida en asentamientos humanos, zonas de alto riesgo que se ubican en la periferia de la ciudad, lo que ha provocado vulneración de derechos y un comportamiento, casi generalizado de xenofobia, que agravan la situación del territorio caracterizada por el alto índice de informalidad y desempleo, invasión del espacio público, delitos varios, prostitución, microtráfico, drogadicción entre otros.
 Por otro lado, hoy existe ya un grupo significativo de organizaciones que vienen trabajando por los derechos de la población de frontera, sin embargo aún no se activan acciones comunicativas amplias y específicas en promoción de derechos, prevención de riesgos de vulneración de derechos y atención integral en perspectiva de derechos desde y para la población migrante, retornada y receptora.",Revisar,El proyecto resulta interesante para el FRR si existiese la ventana de oportunidad adecuada.,NA,NA
1,50,"Poder realizar un proceso de sanación, combinado con la psicología occidental para ayudar a las mujeres negras de distintos territorios que puedan sanar sus dolores, y afectación que sufrieron en el marco del conflicto armado",Salud,"De sanación ancestral, que las mujeres puedan ayudar a mitigar sus dolores.",Que las muejrs puedan hablar de lo que pasó en en marco del conflicto sin tener tanto dolor y leudan perrdonar a las peronas que hicieron tanto daño,"Es relevante ya que las mujeres negras, no hemos encontrado una oportunidad de sanar, y con el tema de la pandemia se agudizado más el dolor y los recuerdos",NA,NA,NA,NA
1,51,Reactivación de compañía,,Empresa personal que arrancó en enero 2020 y que en el momento se encuentra en quiebra inminente,Reactivación económica,"Soy Colombiana repatriada, por lo tanto no cuento con casa ni ahorros para trabajar",no,Es una peticion de apoyo de rescate a una compañía privada.,NA,NA
1,52,"Generar una campaña de comunicaciones a través de las redes sociales internas y los grupos de whatsapp al interior de la comunidad barulera para promover el debate colectivo y la movilización de la comunidad negra de Barú hacia la protección de sus territorios ancestrales frente al acelerado aumento de la demanda de compra de terrenos por parte de empresarios privados atraídos por la nueva vía pavimentada y los evidentes cambios en politica pública por parte del estado que favorecen el proceso de urbanización y desarrollo turístico de la Isla de Baru sin reconocer los derechos de las comunidades negras sobre sus territorios ancestrales y poniendo en riesgo su permanencia, como apoyo al proceso de construcción colectiva del plan de etnodesarrollo que a futuro garantice el derecho a una opción propia de desarrollo de la comunidad.",Derechos pueblos indígenas,"Queremos implementar una campaña por redes sociales internas de nuestra comunidad baurlera y con eventos presenciales en los barrios de nuestro poblado, donde generemos debates sobre la importancia de conservar los territorios que aun no se han vendido a foraneos y emprendamos un ejercicio colectivo de trazar nuestro plan de etnodesarrollo a futuro para orientar los esfuerzos de la organización y de cada una de las familias a la protección del territorio colectivo ante la negativa de la ANT frente a nuestra solicitud de titulación colectiva y a la consolidación del derecho a una opción propia de desarrollo.","Que los baruleros, en especial los jóvenes, se apropien de los derechos diferenciales establecidos por la Ley 70 para las comunidades negras, y estén convencidos de la necesidad de conservar la propiedad de los territorios ancestrales, reclamar el derecho preferencial de uso e implementar los proyectos de opción propia de desarrollo que colectivamente prioricemos en nuestro plan de etnodesarrollo.","El desarrollo turístico y urbanístico de la ciudad de Cartagena avanza aceleradamente por la Isla del Barú con la carretera pavimentada, la ampliación de la infraestructura de servicios públicos y las variaciones en el POT de Cartagena. Estas condiciones han generado una afluencia de emprsarios foraneos interesados en comrpar terrenos de los baruleros para montar sus negocios a sabiendas de la alta rentabilidad que van a tener. Los baurleros, que por años han soportado la ausencia del estado y de los servicios, que ahora ven aumentar le precio de la vida, los nuevos impuestos de valorización sobre sus territorios ancestrales, tienden a vender fácilmente sus terrenos afectando las posibilidades de permanencia como comunidad negra y las practicas tradicionales de uso y manejo del territorio. El debate esta presente y la directova del Consejo Comunitario siente la necesidad de aportar con argumentos y espacios de reflexion colectiva invitando a jovenes y sabedores a identificar en detalle el territorio, reconocer los derechos diferenciales para comunidades negras y construir entre todos el Pln de Etnodesarrollo que oriente los esfuerzos comunitarios en el logro de una opción propia de desarrollo y una participacion efectiva en la implementacion de la politica publica en Baru",no,Campaña de protección de territorio que no corresponde a una ventana de oportunidad específica.,NA,NA
1,53,"Concienciar a los ciudadanos sobre la importancia del cuidado de los humedales en la ciudad de Bogotá, D.C.",Medio ambiente,Enseñar prácticas para el cuidado de los humedales de dos localidades de la ciudad.,Evitar que se arrojen residuos sólidos en los humedales.,"En Bogotá, Distrito Capital se están arrojando escombros en los humedales, lo cual está afectando a estos cuerpos de agua y la fauna que lo habita.",NO,"Propuesta con poca información, no existe ventana de oportunidad ni resultados concretos. Únicamente es una ""idea para proteger los humedales"".",NA,NA
1,54,"El decreto 460 de 2020 fue expedido por el Gobierno de Colombia en medio de la emergencia sanitaria tiene una
serie de herramientas para proteger en el marco de esta cuarentena los derechos de la diversidad de las mujeres, puesto que las cifras de violencia contra las mujeres se han disparado de forma alarmante. Pero si no se difunde este decreto entre
las organizaciones de mujeres, entre la población en general y si no se hace seguimiento a su cumplimiento, en el mar de asuntos que tiene
que atender el Estado en esta crisis, puede quedarse en letra muerta. Además, es importante velar porque aquellas herramientas,
mecanismos y acciones que sean efectivos y puedan permanecer luego de la cuarentena, puedan volverse permanentes. Hay que aprovechar
el momento para hacer efectivo el decreto puesto que es una norma nueva que agiliza la atención a las mujeres víctimas de violencia, y si
incidimos oportunamente para su implementación se convertiría en un derecho adquirido de carácter permanente. Cuando se trata de la vida
de las mujeres, su seguridad e integridad, los mecanismos ágiles que contempla el decreto son muy adecuados y debemos procurar su
permanencia.",Equidad de género,Incidir ante las instancias pertienentes para que se implemente el decreto 460 de 2020 que protege a las mujeres víctimas de violencia,"Divulgar entre las mujeres y un amplio número de personas y organizaciones el decreto 460 para proteger a las mujeres de la violencia en el marco de
 la pandemia del Coronavirus y con ello hacer una labor de prevención.
 2. El compromiso por parte de la Alcaldía de Pereira para el cumplimiento del decreto y su difusión por los medios con que cuenta la Alcaldía
 3. Hacer visible que las mujeres organizadas velan por el cumplimiento de la norma expedida en favor de sus derechos.
 4. Poner a disposición un material didáctico para hacer pedagogía sobre el Decreto 460.","Un decreto específicamente expedido para atender la violencia de género es una gran oportunidad para actuar, para hacer visible que esta
 situación de emergencia sanitaria tiene un efecto negativo desproporcionado en la vida de las mujeres y las niñas, y que estamos atentas y
 comprometidas a hacer lo posible porque nuestros derechos no retrocedan. El cumplimiento se da solamente por encontrarnos en estado de emergencia.",NO,"A pesar que existe una ventana de oportunidad, la implementación del decreto, las actividades que plantean están enfocadas a desarrollo de capacidades y divulgación del decreto y no hay una claridad sobre cómo realizar el proceso de implementación.",NA,NA
1,55,Fomentar espacios de autocuidado con enfoque de genero a mujeres y jóvenes campesinos víctimas del conflicto armado en el territorio,Conflicto armado,"Con el fin de garantizar una estabilidad emocional, y adecuada a las comunidades en situación de vulnerabilidad en el marco del contexto actual que se esta viviendo a nivel mundial y por causa del conflicto armado que se ha venido presentando en nuestro territorio, el cual afecta a las mujeres, los jóvenes y a la familia en general que han hecho resistencia para la supervivencia en sus territorios. de igual manera, identificar las violencias que se han incrementado en los hogares debido a la problemática ya descrita",Dejar habilidades instaladas para la protección y autoprotección con enfoque de género a las familias que sufren a diario lo diferentes tipos de violencias en sus comunidades. Elaborar una ruta de atención para que las víctimas de violencia puedan denunciar y hacer incidencia ante las instituciones competentes. A través del seguimiento y monitoreo conocer el estado de las denuncias. Garantizar alianzas con otras organizaciones para el fortalecimiento del proceso de autocuidado con enfoque de género.,"Con la implementación del proyecto pretendemos brindar ayuda sobre el auto cuidado, sensibilizar a las familias de las comunidades para la prevención del contagio del Covid-19, de tal forma que se minimicen los riesgos de contagio. De igual manera porque nos permite hacer mas presencia en el territorio y hacer formacion a jóvenes, mujeres y familia en general que sufren la situacion del covid 19 y del control de los grupos armados en el territorio, ya que en lo que ha trascurrido del año 2020 se han presentado hechos complejos en el territorio de COCOMACIA que han generado gran incertidumbre y preocupación por la nueva dinámica entre los actores armados que aun sin escalar el nivel de confrontación armada mantienen el clima de zozobra en los territorios, con la presencia de unos y otros en espacios comunitarios comprometiendo a las comunidades. Además, están utilizando nuevas estrategias para involucrar a la población civil en el conflicto ofreciéndoles apoyo económico para que hagan parte de su estructura delincuencial o en su efecto el pago de deudas económicas, lo que da lugar a nuevos desplazamientos, estigmatizaciones y asesinatos. Lo que no es posible mantener el proceso de reflexión en torno a la equidad de género, y en este caso particular, la sobrecarga aún mayor de las mujeres con las actividades del cuidado, así mismo se dificulta la posibilidad de sensibilizar a niños, niñas y jóvenes respecto a la responsabilidad de hombres y mujeres en las actividades del cuidado.",NO,Sin ventana de oportunidad. Lo veo más como desarrollo de capacidades sobre autocuidado para mujeres a pesar que si tienen una campaña de comunicación. No me queda claro si sólo serán los talleres o también la ruta de atención a víctimas. Falta acotar objetivos y presupuesto.,NA,NA
1,56,¿Qué percepciones tienen las mujeres sobre su participación en actividades cívico políticas?,Equidad de género,Promoción de la Participación Ciudadana de la Mujer”,Caracterizar a las mujeres que participan en actividades cívico políticas a partir de lo que piensan de sí mismas y de otras mujeres que también participan.,"Existe un consenso generalizado sobre la invisibilidad de la participación de las mujeres. Por un lado se ha reproducido una mística de que apenas las organizaciones comunitarias, no los partidos políticos, son los espacios adecuados de participación de las mujeres y éstas, sus mejores y más fieles intérpretes. Además se necesitas que las mujeres urbanas como rurales alcancen su máximo desarrollo cívico en la región.",NO,"Es un proyecto muy amplio sobre ""participación y empoderamiento de mujeres"" sin un resultado objetivo/medible. Tampoco hay una historia para contar. No hay ventana de oportunidad. Objetivos y plan de trabajo poco claros.",NA,NA
1,57,"Facilitar el acceso de forma sencilla y visual a datos para periodistas independientes y organizaciones de sociedad civil sobre acciones y compras públicas sobre COVID19 que sean fáciles de analizar, comprender y compartir de tal manera que permitan crear conciencia ciudadana y responsabilidad pública sobre el acceso a información pública de calidad, el uso del dinero público y sus consecuencias alrededor de la emergencia, especialmente alrededor de colectivos vulnerables.",Datos abiertos,"Vamos a poner en manos de periodistas datos limpios y estructurados, herramientas de análisis y visualización de datos que van a permitir denunciar el despilfarro, la discriminación y el malgasto de las compras públicas alrededor del COVID19 en Colombia.","Facilitaremos información al público para ejercer presión sobre los tomadores de decisiones en materia de gasto público con información oportuna y relevante para la ciudadanía. Esto permitirá A) prevenir corrupción, B) exigir responsabilidad, y C) redirigir recursos hacia actores discriminados y con mayores necesidades.
 

 Pondremos a disposición herramientas para que comunicadores independientes implementen campañas informativas con una audiencia de 200,000 personas en todo el país con incidencia local en Bogotá, Barranquilla y Perreira. Las herramientas y datos del proyecto estarán libres para cualquier otro medio o ciudadano, potenciaremos la colaboración entre organizaciones sociales a través de los datos.","La inédita situación de pandemia ha precipitado el uso de fondos de emergencia para compras de material sanitario, ayudas a empresas y transferencias a colectivos vulnerables, que ha conllevado a un debilitamiento de los mecanismos de control y vigilancia sobre el gasto público abriendo la puerta a actores que han aprovechado la situación para su lucro personal y a un gasto ineficiente en donde colectivos tradicionalmente discriminados (población en situación de pobreza, afrodescendientes, indígenas, desplazados, etc) han visto reforzada su vulnerabilidad. Adicionalmente datos relevantes, como los de compras públicas, dispersos entre varias fuentes y mal estructurados, dificultan que periodistas independientes puedan desarrollar piezas de información que muevan la opinión pública. 
 

 Con las herramientas de ciencia de datos de Datasketch cualquier profesional de la información podrá de forma rápida e intuitiva elaborar piezas de comunicación basadas en datos que puedan orientar el uso de los fondos COVID 19 de forma más transparente e inclusiva. Como organización hemos apoyado este tipo de investigaciones a nivel América Latina a través de http://redpalta.org con herramientas de ciencia de datos, en Colombia existen aún brechas de información para medios. En el caso de contratos de emergencia en Colombia el gobierno dispuso una herramienta de control ciudadano COVID19 https://bit.ly/2EffGgT sin embargo la información no es fácil, accesible y tiene inconsistencias. Un primer ejercicio que no hemos podido actualizar por falta de recursos está en http://coronavirus.datasketch.co. Es momento de potenciar el accionar local de organizaciones independientes en Colombia a partir de información pública.",SI,"Hay ventana de oportunidad, covid y necesidad de transparencia de los recursos públicos en este contexto. Desconozco si la org tiene experiencia en acciones de respuesta rápida. Tampoco está enfocado en abrir espacios para voces minoritarias. Periodismo de datos y no campaña. Dudas: qué periodistas aliados y si todo el recurso va para el desarrollo de plataformas.",NA,NA
1,58,"El Museo de la Palabra y la Imagen (MUPI), a partir del cierre temporal originado por la pandemia ha emprendido un proceso de reinvención, fortaleciendo propuestas a través de nuevas tecnologías y plataformas virtuales, que permita continuar creando comunidad, prestando los servicios y productos que desde la sociedad civil venimos ofreciendo a la sociedad salvadoreña.",Educación ,"Ante desafíos de la pandemia, facilitar la apertura del Museo de la Palabra y la Imagen, fortaleciendo contenidos en plataformas virtuales, abrir espacios a la participación ciudadana, sistematizando la memoria histórica de como el Estado y la sociedad respondieron a la emergencia.","Generación de participación ciudadana, fortaleciendo autoestima, y resiliencia que históricamente ha sido un valor intrínseco del pueblo salvadoreño. Ante la defensa de los derechos humanos, el museo asumirá un rol importante sobre su observancia y monitoreo, y velar porque el miedo al coronavirus, no sea justificación para una política del olvido, que violente la cultura democrática que a El Salvador le ha costado sacrificios y la vida de miles de sus ciudadanos.","Frente a los desafíos del Covid-19, el museo debe cumplir el rol de ser un centro de interpretación del presente desde las lecciones del pasado.
  La comunidad educativa ha sufrido un impacto devastador, al suspender actividades presenciales en 2020, generando una deserción escolar sin precedentes. Covid-19 motivó el cierre de actividades culturales, al tiempo que se evidenciaban restricciones a derechos ciudadanos y fortalecimiento de autoritarismos. Particularmente, ahora más que nunca, los jóvenes, las mujeres, las comunidades excluidas, requieren de la continuidad del acompañamiento que el MUPI les ha venido proporcionando durante años. La iniciativa tiene sinergias con la declaración de la UNESCO “Convirtiendo la amenaza del COVID-19 en una oportunidad para un mayor apoyo al patrimonio documental"".",NA,NA,NA,NA
1,59,"Generar conciencia en la prevención temprana de conductas destructivas, promoviendo el respeto como valor primordial en el ser humano, para con sigo mismo, los demás y las leyes de la sociedad, de manera que las personas se integren en su comunidad siendo factores positivos y aporten en la construcción de un entorno saludable y moral.",,"Sensibilizar y concientizar a los jóvenes y adultos desde su interior el respeto por su cuerpo y el del otro,","Mostrarles las consecuencias que podrán tener las desiciones equivocadas, por medio de testimonios reales de quienes las han tomado y se han equivocado, pero que afortunadamente buscaron ayuda y se dejaron ayudar para lograr salir de ese mundo en el cual se sumergieron luego de tomar una mala desicion","Porque estamos en un tiempo donde las personas son más suceptibles a las malas desiciones, donde ya no se ve casi el acompañamiento de los padres en la crianza de sus hijos, donde la falta de empleo de nuestros jóvenes los lleva a aceptar propuestas de dinero rápido, donde las jóvenes no les da pudor exibir o vender su cuerpo por creerse grande o por ganar un poco de dinero. Donde esa falta de acompañamiento de los padres o de lo más comúnmente la madre soltera expone a sus hijos a malas influencias a la desescolarizacion y por ende a malos caminos.",NO,No existe ventana de oportunidad. Es un proyecto poco claro y sin un plan de trabajo concreto.,NA,NA
1,60,Formación política a líderes en el marco de la defensa de los derechos humanos.,Democracia,Promoción y defensa de los derechos humanos,Empoderamiento político en líderes,"Por la situación actual en nuestro país,para mitigar los impactos de la violencia en nuestros territorios",NA,NA,NA,NA
